date,ts,value,breakdown
2026-03-20,2026-03-20T06:00:21.834Z,3192409.46,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1940150.61,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":469.35,""change"":-0.6666666666666619,""valueTWD"":787099.95,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":75.88,""change"":-0.23665527215357193,""valueTWD"":234710.96,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":64.53,""change"":-0.6466512702078547,""valueTWD"":304549.36,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":46.11,""change"":1.541510680466864,""valueTWD"":233790.34,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1252258.85,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.7,""change"":-1.5238095238095184,""valueTWD"":465300,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":57.25,""change"":0.881057268722467,""valueTWD"":171750,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":469.35,""change"":-0.6666666666666619,""valueTWD"":549608.85,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":13.12,""change"":-1.3533834586466276,""valueTWD"":65600,""targetPct"":5}]}]"
2026-03-21,2026-03-21T06:00:08.820Z,3170411.48,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1918152.63,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":469.35,""change"":-0.6666666666666619,""valueTWD"":787099.95,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":73.14,""change"":-3.6109646810753757,""valueTWD"":226720.69,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":62.13,""change"":-3.7192003719200346,""valueTWD"":293851.25,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.36,""change"":-1.626545217957059,""valueTWD"":230480.74,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1252258.85,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.7,""change"":-1.5238095238095184,""valueTWD"":465300,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":57.25,""change"":0.881057268722467,""valueTWD"":171750,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":469.35,""change"":-0.6666666666666619,""valueTWD"":549608.85,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":13.12,""change"":-1.3533834586466276,""valueTWD"":65600,""targetPct"":5}]}]"
2026-03-22,2026-03-22T06:00:15.165Z,3168380.6,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1916121.75,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":469.35,""change"":-0.6666666666666619,""valueTWD"":787099.95,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":73.14,""change"":-3.6109646810753757,""valueTWD"":226107.63,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":62.13,""change"":-3.7192003719200346,""valueTWD"":293056.66,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.36,""change"":-1.626545217957059,""valueTWD"":229857.51,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1252258.85,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.7,""change"":-1.5238095238095184,""valueTWD"":465300,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":57.25,""change"":0.881057268722467,""valueTWD"":171750,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":469.35,""change"":-0.6666666666666619,""valueTWD"":549608.85,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":13.12,""change"":-1.3533834586466276,""valueTWD"":65600,""targetPct"":5}]}]"
2026-03-23,2026-03-23T06:00:05.078Z,3082297.73,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1874678.93,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":442.8,""change"":-5.656759348034518,""valueTWD"":742575.6,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":73.14,""change"":-3.6109646810753757,""valueTWD"":227037.85,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":62.13,""change"":-3.7192003719200346,""valueTWD"":294262.32,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.36,""change"":-1.626545217957059,""valueTWD"":230803.16,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1207618.8,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":50.95,""change"":-1.4506769825918762,""valueTWD"":458550,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":55.85,""change"":-2.4454148471615698,""valueTWD"":167550,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":442.8,""change"":-5.656759348034518,""valueTWD"":518518.8,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.6,""change"":-3.9634146341463388,""valueTWD"":63000,""targetPct"":5}]}]"
2026-03-24,2026-03-24T06:00:52.032Z,3104099.79,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1887921.1400000001,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":743162.55,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":73.06,""change"":-0.10937927262783469,""valueTWD"":226708.48,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":63.58,""change"":2.3338161918557794,""valueTWD"":301022.25,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":46.6,""change"":2.665785415289713,""valueTWD"":237027.86,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1216178.65,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.35,""change"":0.785083415112853,""valueTWD"":462150,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":57.95,""change"":3.76007162041182,""valueTWD"":173850,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":518928.65,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.25,""change"":-2.777777777777775,""valueTWD"":61250,""targetPct"":5}]}]"
2026-03-25,2026-03-25T06:00:00.426Z,3113673.32,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1888194.67,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":743162.55,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":72.19,""change"":-1.190802080481802,""valueTWD"":227578.97,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":62.64,""change"":-1.478452343504243,""valueTWD"":301298.4,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.7,""change"":-1.9313304721030013,""valueTWD"":236154.75,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1225478.65,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.85,""change"":0.973709834469328,""valueTWD"":466650,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":58.6,""change"":1.1216566005176851,""valueTWD"":175800,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":518928.65,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.82,""change"":4.653061224489798,""valueTWD"":64100,""targetPct"":5}]}]"
2026-03-26,2026-03-26T06:00:37.283Z,3138469.42,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1907690.7700000003,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":743162.55,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":73.53,""change"":1.856212771852062,""valueTWD"":231803.32,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":63.43,""change"":1.282518027425953,""valueTWD"":305098.3,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":47.92,""change"":4.857768052516408,""valueTWD"":247626.6,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1230778.65,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.7,""change"":-0.28929604628736466,""valueTWD"":465300,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":61,""change"":4.0955631399317385,""valueTWD"":183000,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":518928.65,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.71,""change"":-0.8580343213728504,""valueTWD"":63550,""targetPct"":5}]}]"
2026-03-27,2026-03-27T06:00:44.618Z,3090902.46,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1863773.81,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":743162.55,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":71.6,""change"":-2.6247790017679953,""valueTWD"":221972.79,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":60.43,""change"":-4.7296232066845345,""valueTWD"":285844.14,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":45.81,""change"":-4.403171953255424,""valueTWD"":232794.33,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1227128.65,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.6,""change"":-0.19342359767891956,""valueTWD"":464400,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":60.3,""change"":-1.147540983606562,""valueTWD"":180900,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":518928.65,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.58,""change"":-1.0228166797797071,""valueTWD"":62900,""targetPct"":5}]}]"
2026-03-28,2026-03-28T06:00:34.640Z,3065896.4699999997,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1838767.82,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":743162.55,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":69.87,""change"":-2.4162011173184217,""valueTWD"":216609.48,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":58.05,""change"":-3.938441171603512,""valueTWD"":274586.33,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.16,""change"":-3.6018336607727695,""valueTWD"":224409.46,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1227128.65,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.6,""change"":-0.19342359767891956,""valueTWD"":464400,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":60.3,""change"":-1.147540983606562,""valueTWD"":180900,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":518928.65,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.58,""change"":-1.0228166797797071,""valueTWD"":62900,""targetPct"":5}]}]"
2026-03-29,2026-03-29T06:00:42.642Z,3067732.88,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1840604.23,""entries"":[{""id"":1771739073757,""symbol"":""00631L"",""type"":""TW"",""shares"":""1677"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":743162.55,""targetPct"":32},{""id"":1771739088789,""symbol"":""SHLD"",""type"":""US"",""shares"":""97"",""currentPrice"":69.87,""change"":-2.4162011173184217,""valueTWD"":217165.35,""targetPct"":14},{""id"":1771739103427,""symbol"":""QLD"",""type"":""US"",""shares"":""148"",""currentPrice"":58.05,""change"":-3.938441171603512,""valueTWD"":275290.98,""targetPct"":20},{""id"":1771739115751,""symbol"":""UFO"",""type"":""US"",""shares"":""159"",""currentPrice"":44.16,""change"":-3.6018336607727695,""valueTWD"":224985.35,""targetPct"":14},{""id"":1771739139088,""symbol"":"""",""type"":""cash"",""shares"":""380000"",""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1227128.65,""entries"":[{""id"":1771742957222,""symbol"":""00713"",""type"":""TW"",""shares"":""9000"",""currentPrice"":51.6,""change"":-0.19342359767891956,""valueTWD"":464400,""targetPct"":37},{""id"":1771742979259,""symbol"":""00910"",""type"":""TW"",""shares"":""3000"",""currentPrice"":60.3,""change"":-1.147540983606562,""valueTWD"":180900,""targetPct"":13},{""id"":1771743023570,""symbol"":""00631L"",""type"":""TW"",""shares"":""1171"",""currentPrice"":443.15,""change"":0.07904245709122987,""valueTWD"":518928.65,""targetPct"":45},{""id"":1771743050550,""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.58,""change"":-1.0228166797797071,""valueTWD"":62900,""targetPct"":5}]}]"
2026-03-31,2026-03-30T19:43:47.860Z,3032945.4699999997,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1820466.82,""entries"":[{""id"":""1771739073757"",""symbol"":""00631L"",""type"":""TW"",""shares"":1677,""currentPrice"":443.15,""change"":0,""valueTWD"":743162.55,""targetPct"":32},{""id"":""1771739088789"",""symbol"":""SHLD"",""type"":""US"",""shares"":97,""currentPrice"":68.14,""change"":-2.4760269071132157,""valueTWD"":211675.47,""targetPct"":14},{""id"":""1771739103427"",""symbol"":""QLD"",""type"":""US"",""shares"":148,""currentPrice"":56.81,""change"":-2.1360895779500346,""valueTWD"":269267.03,""targetPct"":20},{""id"":""1771739115751"",""symbol"":""UFO"",""type"":""US"",""shares"":159,""currentPrice"":42.49,""change"":-3.781702898550713,""valueTWD"":216361.77,""targetPct"":14},{""id"":""1771739139088"",""symbol"":""TWD CASH"",""type"":""cash"",""shares"":380000,""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1212478.65,""entries"":[{""id"":""1771742957222"",""symbol"":""00713"",""type"":""TW"",""shares"":9000,""currentPrice"":51.1,""change"":-0.9689922480620154,""valueTWD"":459900,""targetPct"":37},{""id"":""1771742979259"",""symbol"":""00910"",""type"":""TW"",""shares"":3000,""currentPrice"":57.25,""change"":-5.058043117744606,""valueTWD"":171750,""targetPct"":13},{""id"":""1771743023570"",""symbol"":""00631L"",""type"":""TW"",""shares"":1171,""currentPrice"":443.15,""change"":0,""valueTWD"":518928.65,""targetPct"":45},{""id"":""1771743050550"",""symbol"":""00991A"",""type"":""TW"",""shares"":5000,""currentPrice"":12.38,""change"":-1.5898251192368782,""valueTWD"":61900,""targetPct"":5}]}]"
2026-04-20,2026-04-20T06:00:54.384Z,3605010.93,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":2151551.5,""entries"":[{""id"":""1771739073757"",""symbol"":""00631L"",""type"":""TW"",""shares"":""35244"",""currentPrice"":25.99,""change"":1.5631105900742421,""valueTWD"":915991.56,""targetPct"":32},{""id"":""1771739088789"",""symbol"":""SHLD"",""type"":""US"",""shares"":97,""currentPrice"":73.3499984741211,""change"":-0.5288873418482521,""valueTWD"":224070.87,""targetPct"":14},{""id"":""1771739103427"",""symbol"":""QLD"",""type"":""US"",""shares"":148,""currentPrice"":76.7300033569336,""change"":2.5802183916224553,""valueTWD"":357635.39,""targetPct"":20},{""id"":""1771739115751"",""symbol"":""UFO"",""type"":""US"",""shares"":159,""currentPrice"":54.689998626708984,""change"":-0.018284046235865572,""valueTWD"":273853.68,""targetPct"":14},{""id"":""1771739139088"",""symbol"":""TWD CASH"",""type"":""cash"",""shares"":380000,""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1453459.4300000002,""entries"":[{""id"":""1771742957222"",""symbol"":""00713"",""type"":""TW"",""shares"":9000,""currentPrice"":54.2,""change"":0.3703703703703756,""valueTWD"":487800,""targetPct"":37},{""id"":""1771742979259"",""symbol"":""00910"",""type"":""TW"",""shares"":3000,""currentPrice"":71.25,""change"":-0.6968641114982579,""valueTWD"":213750,""targetPct"":13},{""id"":""1771743023570"",""symbol"":""00631L"",""type"":""TW"",""shares"":""26057"",""currentPrice"":25.99,""change"":1.5631105900742421,""valueTWD"":677221.43,""targetPct"":45},{""id"":""1771743050550"",""symbol"":""00994A"",""type"":""TW"",""shares"":""4800"",""currentPrice"":15.56,""change"":1.8991486574983687,""valueTWD"":74688,""targetPct"":5}]}]"
2026-04-01,2026-04-01T06:00:00.000Z,3146961.27704282,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1901214.2770428201,""entries"":[{""id"":""1771739073757"",""symbol"":""00631L"",""type"":""TW"",""shares"":""36894"",""currentPrice"":21,""change"":9.03,""valueTWD"":774774,""targetPct"":32},{""id"":""1771739088789"",""symbol"":""SHLD"",""type"":""US"",""shares"":97,""currentPrice"":73.48,""change"":3.73,""valueTWD"":224187.92727276002,""targetPct"":14},{""id"":""1771739103427"",""symbol"":""QLD"",""type"":""US"",""shares"":148,""currentPrice"":62.49,""change"":2.44,""valueTWD"":290899.90531692,""targetPct"":20},{""id"":""1771739115751"",""symbol"":""UFO"",""type"":""US"",""shares"":159,""currentPrice"":46.26,""change"":3.24,""valueTWD"":231352.44445313996,""targetPct"":14},{""id"":""1771739139088"",""symbol"":""TWD CASH"",""type"":""cash"",""shares"":380000,""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1245747,""entries"":[{""id"":""1771742957222"",""symbol"":""00713"",""type"":""TW"",""shares"":9000,""currentPrice"":51.5,""change"":1.68,""valueTWD"":463500,""targetPct"":37},{""id"":""1771742979259"",""symbol"":""00910"",""type"":""TW"",""shares"":3000,""currentPrice"":57.45,""change"":5.41,""valueTWD"":172350,""targetPct"":13},{""id"":""1771743023570"",""symbol"":""00631L"",""type"":""TW"",""shares"":""26057"",""currentPrice"":21,""change"":9.03,""valueTWD"":547197,""targetPct"":45},{""id"":""1771743050550"",""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.54,""change"":6.72,""valueTWD"":62699.99999999999,""targetPct"":5}]}]"
2026-04-02,2026-04-02T06:00:00.000Z,3100330.1247634497,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1880850.12476345,""entries"":[{""id"":""1771739073757"",""symbol"":""00631L"",""type"":""TW"",""shares"":""36894"",""currentPrice"":20,""change"":-4.76,""valueTWD"":737880,""targetPct"":32},{""id"":""1771739088789"",""symbol"":""SHLD"",""type"":""US"",""shares"":97,""currentPrice"":73.96,""change"":0.65,""valueTWD"":225652.41019451997,""targetPct"":14},{""id"":""1771739103427"",""symbol"":""QLD"",""type"":""US"",""shares"":148,""currentPrice"":62.6,""change"":0.18,""valueTWD"":291411.97108080005,""targetPct"":20},{""id"":""1771739115751"",""symbol"":""UFO"",""type"":""US"",""shares"":159,""currentPrice"":49.17,""change"":6.29,""valueTWD"":245905.74348813,""targetPct"":14},{""id"":""1771739139088"",""symbol"":""TWD CASH"",""type"":""cash"",""shares"":380000,""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1219480,""entries"":[{""id"":""1771742957222"",""symbol"":""00713"",""type"":""TW"",""shares"":9000,""currentPrice"":51.36,""change"":-0.29,""valueTWD"":462240,""targetPct"":37},{""id"":""1771742979259"",""symbol"":""00910"",""type"":""TW"",""shares"":3000,""currentPrice"":58.2,""change"":1.31,""valueTWD"":174600,""targetPct"":13},{""id"":""1771743023570"",""symbol"":""00631L"",""type"":""TW"",""shares"":""26057"",""currentPrice"":20,""change"":-4.76,""valueTWD"":521140,""targetPct"":45},{""id"":""1771743050550"",""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.3,""change"":-1.91,""valueTWD"":61500,""targetPct"":5}]}]"
2026-04-03,2026-04-03T06:00:00.000Z,3100240.1247634497,"[{""id"":""1771739140545"",""name"":""國泰"",""value"":1880850.12476345,""entries"":[{""id"":""1771739073757"",""symbol"":""00631L"",""type"":""TW"",""shares"":""36894"",""currentPrice"":20,""change"":-4.76,""valueTWD"":737880,""targetPct"":32},{""id"":""1771739088789"",""symbol"":""SHLD"",""type"":""US"",""shares"":97,""currentPrice"":73.96,""change"":0.65,""valueTWD"":225652.41019451997,""targetPct"":14},{""id"":""1771739103427"",""symbol"":""QLD"",""type"":""US"",""shares"":148,""currentPrice"":62.6,""change"":0.18,""valueTWD"":291411.97108080005,""targetPct"":20},{""id"":""1771739115751"",""symbol"":""UFO"",""type"":""US"",""shares"":159,""currentPrice"":49.17,""change"":6.29,""valueTWD"":245905.74348813,""targetPct"":14},{""id"":""1771739139088"",""symbol"":""TWD CASH"",""type"":""cash"",""shares"":380000,""currentPrice"":1,""change"":0,""valueTWD"":380000,""targetPct"":20}]},{""id"":""1771743053489"",""name"":""第一金"",""value"":1219390,""entries"":[{""id"":""1771742957222"",""symbol"":""00713"",""type"":""TW"",""shares"":9000,""currentPrice"":51.35,""change"":-0.29,""valueTWD"":462150,""targetPct"":37},{""id"":""1771742979259"",""symbol"":""00910"",""type"":""TW"",""shares"":3000,""currentPrice"":58.2,""change"":1.31,""valueTWD"":174600,""targetPct"":13},{""id"":""1771743023570"",""symbol"":""00631L"",""type"":""TW"",""shares"":""26057"",""currentPrice"":20,""change"":-4.76,""valueTWD"":521140,""targetPct"":45},{""id"":""1771743050550"",""symbol"":""00991A"",""type"":""TW"",""shares"":""5000"",""currentPrice"":12.3,""change"":-1.91,""valueTWD"":61500,""targetPct"":5}]}]"